nation,date,Region,Total Population,GDP/Person (PPP$),Life Expectancy (y),Log(Total Population),Log(GDP/Person [PPP$])
Montenegro,1850,Europe & Central Asia,,,,,
Montenegro,1860,Europe & Central Asia,,,,,
Montenegro,1870,Europe & Central Asia,,1094.959311,,,3.039397981
Montenegro,1880,Europe & Central Asia,,,,,
Montenegro,1890,Europe & Central Asia,,1541.032184,,,3.187811709
Montenegro,1900,Europe & Central Asia,,1648.828054,,,3.217175368
Montenegro,1910,Europe & Central Asia,,1932.018273,,,3.28601123
Montenegro,1920,Europe & Central Asia,,1885.055732,35.4,,3.275324195
Montenegro,1930,Europe & Central Asia,,2410.084844,,,3.382032332
Montenegro,1940,Europe & Central Asia,,,,,
Montenegro,1950,Europe & Central Asia,"398,539",2835.133557,59.178,5.600470827,3.452573522
Montenegro,1960,Europe & Central Asia,"466,674",4454.803974,63.805,5.669013606,3.648828598
Montenegro,1970,Europe & Central Asia,"518,727",6863.110234,69.869,5.714938854,3.836520975
Montenegro,1980,Europe & Central Asia,"576,069",11083.45557,73.057,5.760474505,4.044675185
Montenegro,1990,Europe & Central Asia,"608,816",10455.66879,74.482,5.784486057,4.019351817
Montenegro,2000,Europe & Central Asia,"632,606",6185.690026,74.125,5.801133307,3.791388153
Montenegro,2010,Europe & Central Asia,"631,490",9396.213038,74.489,5.800366478,3.972952855
Togo,1800,Sub-Saharan Africa,"445,985",535.5893858,31.3,5.649320252,2.728831962
Togo,1810,Sub-Saharan Africa,,,,,
Togo,1820,Sub-Saharan Africa,"445,985",535.5893858,,5.649320252,2.728831962
Togo,1830,Sub-Saharan Africa,,,,,
Togo,1840,Sub-Saharan Africa,,,,,
Togo,1850,Sub-Saharan Africa,,,,,
Togo,1860,Sub-Saharan Africa,,,,,
Togo,1870,Sub-Saharan Africa,,,,,
Togo,1880,Sub-Saharan Africa,,,,,
Togo,1890,Sub-Saharan Africa,,,,,
Togo,1900,Sub-Saharan Africa,,,,,
Togo,1910,Sub-Saharan Africa,,,,,
Togo,1920,Sub-Saharan Africa,,,,,
Togo,1930,Sub-Saharan Africa,,,,,
Togo,1940,Sub-Saharan Africa,,,,,
Togo,1950,Sub-Saharan Africa,"1,395,458",832.0470191,33.927,6.14471677,2.920147869
Togo,1960,Sub-Saharan Africa,"1,577,708",1011.3063,40.297,6.198026628,3.004882713
Togo,1970,Sub-Saharan Africa,"2,097,273",1558.82432,46.568,6.321654966,3.192797173
Togo,1980,Sub-Saharan Africa,"2,666,921",1589.510624,52.339,6.426010151,3.201263435
Togo,1990,Sub-Saharan Africa,"3,665,509",1160.134963,55.887,6.56413429,3.064508515
Togo,2000,Sub-Saharan Africa,"4,793,504",890.3598035,53.585,6.680653094,2.949565545
Togo,2010,Sub-Saharan Africa,"6,027,798",925.3900846,55.514,6.78015869,2.966324842
China,1800,East Asia & Pacific,"321,675,013",985.8893303,32,8.507417327,2.993828167
China,1810,East Asia & Pacific,,922.4265847,,,2.964931811
China,1820,East Asia & Pacific,"381,000,000",863.0490035,,8.580924976,2.936035455
China,1830,East Asia & Pacific,"409,000,000",823.5893552,,8.611723308,2.915710725
China,1840,East Asia & Pacific,"412,000,000",785.9338499,,8.614897216,2.895385994
China,1850,East Asia & Pacific,"412,000,000",750,32,8.614897216,2.875061263
China,1860,East Asia & Pacific,"377,000,000",489.8979486,,8.57634135,2.690105621
China,1870,East Asia & Pacific,"358,000,000",779.6521173,,8.553883027,2.891900863
China,1880,East Asia & Pacific,"368,000,000",787.3161262,,8.565847819,2.896149147
China,1890,East Asia & Pacific,"380,000,000",795.0554727,,8.579783597,2.900397431
China,1900,East Asia & Pacific,"400,000,000",802.2840943,,8.602059991,2.904328182
China,1910,East Asia & Pacific,"423,000,000",810.0938461,,8.626340367,2.908535333
China,1920,East Asia & Pacific,"472,000,000",892.2813447,,8.673941999,2.950501813
China,1930,East Asia & Pacific,"489,000,000",1015.720194,32,8.689308859,3.006774087
China,1940,East Asia & Pacific,"518,770,000",860.8230184,,8.714974853,2.934913872
China,1950,East Asia & Pacific,"550,771,433",394.4899011,39.247,8.740971407,2.59603589
China,1960,East Asia & Pacific,"658,270,094",583.0246344,31.63176,8.818404125,2.765686905
China,1970,East Asia & Pacific,"814,622,841",685.3505745,62.6508,8.910956583,2.835912781
China,1980,East Asia & Pacific,"983,170,638",934.272898,66.12216,8.9926289,2.970473751
China,1990,East Asia & Pacific,"1,145,195,229",1647.382397,69.452,9.05887953,3.216794421
China,2000,East Asia & Pacific,"1,269,116,737",3012.123972,72.124,9.103501572,3.478872842
China,2010,East Asia & Pacific,"1,341,335,152",8143.482408,74.868,9.127537306,3.910810163
Armenia,1800,Europe & Central Asia,"413,326",378.4032544,33.8,5.616292725,2.577954863
Armenia,1810,Europe & Central Asia,,,,,
Armenia,1820,Europe & Central Asia,"413,326",378.4032544,,5.616292725,2.577954863
Armenia,1830,Europe & Central Asia,,,,,
Armenia,1840,Europe & Central Asia,,,,,
Armenia,1850,Europe & Central Asia,,,,,
Armenia,1860,Europe & Central Asia,,,,,
Armenia,1870,Europe & Central Asia,,,,,
Armenia,1880,Europe & Central Asia,,,,,
Armenia,1890,Europe & Central Asia,,476.5750906,,,2.678131339
Armenia,1900,Europe & Central Asia,,643.163582,37.3,,2.808321445
Armenia,1910,Europe & Central Asia,,709.2366546,,,2.850791173
Armenia,1920,Europe & Central Asia,,384.4801685,,,2.584873944
Armenia,1930,Europe & Central Asia,,728.4598497,45,,2.86240562
Armenia,1940,Europe & Central Asia,,1054.198577,,,3.022922426
Armenia,1950,Europe & Central Asia,"1,353,506",1366.371814,61.965,6.131460185,3.135568895
Armenia,1960,Europe & Central Asia,"1,867,396",1855.114897,65.971,6.271236424,3.268370813
Armenia,1970,Europe & Central Asia,"2,518,408",2621.394192,70.143,6.40112609,3.418532333
Armenia,1980,Europe & Central Asia,"3,096,298",2849.042534,70.936,6.490842752,3.454698933
Armenia,1990,Europe & Central Asia,"3,544,695",2809.07262,67.877,6.549578873,3.448562967
Armenia,2000,Europe & Central Asia,"3,076,098",2114.056874,71.494,6.488000167,3.325116667
Armenia,2010,Europe & Central Asia,"3,092,072",4598.933383,74.291,6.490249598,3.662657119
"Korea, United",1800,East Asia & Pacific,"13,740,000",,,7.137986733,
"Korea, United",1810,East Asia & Pacific,,,,,
"Korea, United",1820,East Asia & Pacific,"13,740,000",,,7.137986733,
"Korea, United",1830,East Asia & Pacific,,,,,
"Korea, United",1840,East Asia & Pacific,,,,,
"Korea, United",1850,East Asia & Pacific,,,,,
"Korea, United",1860,East Asia & Pacific,,,,,
"Korea, United",1870,East Asia & Pacific,"14,264,000",,,7.15424133,
"Korea, United",1880,East Asia & Pacific,,,,,
"Korea, United",1890,East Asia & Pacific,,,,,
"Korea, United",1900,East Asia & Pacific,,,,,
"Korea, United",1910,East Asia & Pacific,,,,,
"Korea, United",1920,East Asia & Pacific,,,,,
"Korea, United",1930,East Asia & Pacific,,,,,
"Korea, United",1940,East Asia & Pacific,,,,,
"Korea, United",1950,East Asia & Pacific,"30,316,911",,,7.481684949,
"Korea, United",1960,East Asia & Pacific,"35,176,049",,,7.546247058,
"Korea, United",1970,East Asia & Pacific,"46,152,902",,,7.664199014,
"Korea, United",1980,East Asia & Pacific,"55,237,626",,,7.742235005,
"Korea, United",1990,East Asia & Pacific,"62,887,546",,,7.798564648,
"Korea, United",2000,East Asia & Pacific,"68,998,765",,,7.838841317,
"Korea, United",2010,East Asia & Pacific,,,,,
Ukraine,1800,Europe & Central Asia,"11,215,490",615.6777054,36.6,7.049818252,2.789353427
Ukraine,1810,Europe & Central Asia,,,,,
Ukraine,1820,Europe & Central Asia,"11,215,490",628.6430818,,7.049818252,2.798404141
Ukraine,1830,Europe & Central Asia,,,,,
Ukraine,1840,Europe & Central Asia,,,,,
Ukraine,1850,Europe & Central Asia,,,,,
Ukraine,1860,Europe & Central Asia,,,,,
Ukraine,1870,Europe & Central Asia,,,,,
Ukraine,1880,Europe & Central Asia,,,,,
Ukraine,1890,Europe & Central Asia,,948.8528261,,,2.977198855
Ukraine,1900,Europe & Central Asia,,1309.573735,36.6,,3.117129956
Ukraine,1910,Europe & Central Asia,,1476.864592,,,3.169340678
Ukraine,1920,Europe & Central Asia,,629.6546731,36.6,,2.799102431
Ukraine,1930,Europe & Central Asia,,1586.489181,,,3.200437115
Ukraine,1940,Europe & Central Asia,,2347.982821,49.8,,3.370694915
Ukraine,1950,Europe & Central Asia,"37,297,652",3112.306636,64.276,7.571681493,3.493082379
Ukraine,1960,Europe & Central Asia,"42,783,010",4321.4082,71.06,7.631271336,3.635625292
Ukraine,1970,Europe & Central Asia,"47,316,501",6106.421967,70.87,7.675012622,3.785786812
Ukraine,1980,Europe & Central Asia,"50,043,550",7254.745675,69.7,7.69934811,3.860622192
Ukraine,1990,Europe & Central Asia,"51,644,914",8123.203645,70.46,7.713027559,3.909727341
Ukraine,2000,Europe & Central Asia,"48,891,792",3700.350923,67.79,7.689235955,3.568242912
Ukraine,2010,Europe & Central Asia,"45,448,329",6022.477704,68.188,7.65751792,3.779775201
Ghana,1800,Sub-Saharan Africa,"2,016,034",505.1443463,28,6.304497852,2.703415497
Ghana,1810,Sub-Saharan Africa,,,,,
Ghana,1820,Sub-Saharan Africa,"2,016,034",505.1443463,,6.304497852,2.703415497
Ghana,1830,Sub-Saharan Africa,,,,,
Ghana,1840,Sub-Saharan Africa,,,,,
Ghana,1850,Sub-Saharan Africa,,,,,
Ghana,1860,Sub-Saharan Africa,,,,,
Ghana,1870,Sub-Saharan Africa,"1,579,000",,,6.19838213,
Ghana,1880,Sub-Saharan Africa,,,,,
Ghana,1890,Sub-Saharan Africa,,,,,
Ghana,1900,Sub-Saharan Africa,,,,,
Ghana,1910,Sub-Saharan Africa,,,,,
Ghana,1920,Sub-Saharan Africa,,,,,
Ghana,1930,Sub-Saharan Africa,,,,,
Ghana,1940,Sub-Saharan Africa,,,,,
Ghana,1950,Sub-Saharan Africa,"4,980,879",943.1005364,41.122,6.697305992,2.974557992
Ghana,1960,Sub-Saharan Africa,"6,742,107",1158.848408,45.844,6.828795641,3.064026628
Ghana,1970,Sub-Saharan Africa,"8,681,818",1197.145138,49.339,6.938610677,3.078146806
Ghana,1980,Sub-Saharan Africa,"10,922,708",972.8438605,52.268,7.038330324,2.988043142
Ghana,1990,Sub-Saharan Africa,"14,793,415",893.8016005,56.755,7.170068441,2.951241128
Ghana,2000,Sub-Saharan Africa,"19,165,490",1067.60035,56.996,7.282519927,3.028408707
Ghana,2010,Sub-Saharan Africa,"24,391,823",1485.657586,60.626,7.38724426,3.171918725
Finland,1800,Europe & Central Asia,"977,662",1037.687706,31.8,5.990188735,3.016066671
Finland,1810,Europe & Central Asia,,1055.394139,,,3.023414678
Finland,1820,Europe & Central Asia,"1,169,000",1073.402703,,6.067814511,3.030762685
Finland,1830,Europe & Central Asia,"1,364,000",1129.898709,,6.13481437,3.053039512
Finland,1840,Europe & Central Asia,"1,441,000",1189.368249,,6.158663981,3.075316341
Finland,1850,Europe & Central Asia,"1,628,000",1251.967827,,6.211654401,3.097593169
Finland,1860,Europe & Central Asia,"1,738,000",1318.233202,,6.240049772,3.119992246
Finland,1870,Europe & Central Asia,"1,754,000",1566.352928,,6.244029589,3.194889623
Finland,1880,Europe & Central Asia,"2,047,000",1587.169056,39.67,6.311117843,3.200623188
Finland,1890,Europe & Central Asia,"2,364,000",1898.072226,44.61,6.373647472,3.278312734
Finland,1900,Europe & Central Asia,"2,646,000",2293.123863,41.8,6.42258984,3.360427514
Finland,1910,Europe & Central Asia,"2,929,000",2620.181448,48.53,6.466719372,3.418331367
Finland,1920,Europe & Central Asia,"3,133,000",2536.456921,47.55,6.495960395,3.404227491
Finland,1930,Europe & Central Asia,"3,449,000",3663.590345,54.47,6.537693194,3.563906906
Finland,1940,Europe & Central Asia,"3,698,000",4426.070299,46.65,6.567966907,3.646018308
Finland,1950,Europe & Central Asia,"4,009,003",5845.626316,64.24,6.603036381,3.766831049
Finland,1960,Europe & Central Asia,"4,430,001",8562.873298,69.01,6.646403824,3.932619518
Finland,1970,Europe & Central Asia,"4,605,998",13162.24522,70.36,6.663323745,4.119329978
Finland,1980,Europe & Central Asia,"4,779,488",17796.77274,73.66,6.679381376,4.250341255
Finland,1990,Europe & Central Asia,"4,986,441",23180.78249,75.04,6.697790685,4.365128092
Finland,2000,Europe & Central Asia,"5,173,370",27171.96611,77.76,6.71377354,4.434121064
Finland,2010,Europe & Central Asia,"5,364,546",31053.39703,79.987,6.729532974,4.492109116
Libya,1800,Middle East & North Africa,"531,472",570,33,5.725480389,2.755874856
Libya,1810,Middle East & North Africa,,,,,
Libya,1820,Middle East & North Africa,"538,000",570,,5.730782276,2.755874856
Libya,1830,Middle East & North Africa,,,,,
Libya,1840,Middle East & North Africa,,,,,
Libya,1850,Middle East & North Africa,,,,,
Libya,1860,Middle East & North Africa,,,,,
Libya,1870,Middle East & North Africa,,,,,
Libya,1880,Middle East & North Africa,,,,,
Libya,1890,Middle East & North Africa,,,,,
Libya,1900,Middle East & North Africa,,,,,
Libya,1910,Middle East & North Africa,,,,,
Libya,1920,Middle East & North Africa,,,,,
Libya,1930,Middle East & North Africa,,,,,
Libya,1940,Middle East & North Africa,,,33,,
Libya,1950,Middle East & North Africa,"1,029,010",2084.283473,37.271,6.012419595,3.318956785
Libya,1960,Middle East & North Africa,"1,349,004",4902.712549,42.609,6.130013237,3.690436431
Libya,1970,Middle East & North Africa,"1,994,000",26914.42679,56.052,6.299725154,4.429985135
Libya,1980,Middle East & North Africa,"3,063,000",23661.27309,64.184,6.486146997,4.374038108
Libya,1990,Middle East & North Africa,"4,334,459",11069.60841,68.455,6.636934899,4.044132258
Libya,2000,Middle East & North Africa,"5,231,189",9139.677194,71.872,6.718600411,3.960930857
Libya,2010,Middle East & North Africa,"6,355,112",11842.3861,74.732,6.803123209,4.073439216
Dominican Rep.,1800,America,"89,000",426.2991145,29.9,4.949390007,2.629714431
Dominican Rep.,1810,America,,,,,
Dominican Rep.,1820,America,"89,000",426.2991145,,4.949390007,2.629714431
Dominican Rep.,1830,America,,,,,
Dominican Rep.,1840,America,,,,,
Dominican Rep.,1850,America,"146,000",,,5.164352856,
Dominican Rep.,1860,America,,,,,
Dominican Rep.,1870,America,"242,000",,,5.383815366,
Dominican Rep.,1880,America,,,,,
Dominican Rep.,1890,America,,,,,
Dominican Rep.,1900,America,"515,000",,,5.711807229,
Dominican Rep.,1910,America,"688,000",,,5.837588438,
Dominican Rep.,1920,America,"879,000",,,5.943988875,
Dominican Rep.,1930,America,"1,256,000",,,6.098989639,
Dominican Rep.,1940,America,"1,674,000",,,6.223755454,
Dominican Rep.,1950,America,"2,380,116",1224.059952,44.311,6.376598124,3.087802689
Dominican Rep.,1960,America,"3,308,941",1552.737916,51.786,6.519689024,3.191098158
Dominican Rep.,1970,America,"4,511,577",1861.467559,58.465,6.654328374,3.269855472
Dominican Rep.,1980,America,"5,794,074",2827.314421,62.97,6.762984038,3.451374108
Dominican Rep.,1990,America,"7,194,666",2948.11981,67.856,6.857010637,3.469545129
Dominican Rep.,2000,America,"8,591,967",4350.080121,70.553,6.9340926,3.638497256
Dominican Rep.,2010,America,"9,927,320",6663.746169,72.734,6.996832021,3.823718446
Yemen Arab Republic (Former),1800,Middle East & North Africa,"1,782,615",,,6.251057557,
Yemen Arab Republic (Former),1810,Middle East & North Africa,,,,,
Yemen Arab Republic (Former),1820,Middle East & North Africa,"1,782,615",,,6.251057557,
Yemen Arab Republic (Former),1830,Middle East & North Africa,,,,,
Yemen Arab Republic (Former),1840,Middle East & North Africa,,,,,
Yemen Arab Republic (Former),1850,Middle East & North Africa,,,,,
Yemen Arab Republic (Former),1860,Middle East & North Africa,,,,,
Yemen Arab Republic (Former),1870,Middle East & North Africa,,,,,
Yemen Arab Republic (Former),1880,Middle East & North Africa,,,,,
Yemen Arab Republic (Former),1890,Middle East & North Africa,,,,,
Yemen Arab Republic (Former),1900,Middle East & North Africa,,,,,
Yemen Arab Republic (Former),1910,Middle East & North Africa,,,,,
Yemen Arab Republic (Former),1920,Middle East & North Africa,,,,,
Yemen Arab Republic (Former),1930,Middle East & North Africa,,,,,
Yemen Arab Republic (Former),1940,Middle East & North Africa,,,,,
Yemen Arab Republic (Former),1950,Middle East & North Africa,,,,,
Yemen Arab Republic (Former),1960,Middle East & North Africa,,,,,
Yemen Arab Republic (Former),1970,Middle East & North Africa,"4,879,841",,,6.688405672,
Yemen Arab Republic (Former),1980,Middle East & North Africa,"6,483,356",,,6.811799869,
Yemen Arab Republic (Former),1990,Middle East & North Africa,"9,632,403",,,6.983734644,
Yemen Arab Republic (Former),2000,Middle East & North Africa,,,,,
Yemen Arab Republic (Former),2010,Middle East & North Africa,,,,,
Indonesia,1800,East Asia & Pacific,"16,108,545",514.1154361,30,7.207056315,2.711060644
Indonesia,1810,East Asia & Pacific,,,,,
Indonesia,1820,East Asia & Pacific,"16,973,147",518.7273491,,7.229762373,2.714939146
Indonesia,1830,East Asia & Pacific,"18,437,029",,,7.265690939,
Indonesia,1840,East Asia & Pacific,"20,027,167",,,7.301619519,
Indonesia,1850,East Asia & Pacific,"21,754,448",539.8588005,,7.337548068,2.732280185
Indonesia,1860,East Asia & Pacific,"24,407,066",,,7.387515576,
Indonesia,1870,East Asia & Pacific,"27,383,129",554.803876,,7.437483072,2.744139487
Indonesia,1880,East Asia & Pacific,"31,126,746",561.0223173,,7.493133722,2.748980138
Indonesia,1890,East Asia & Pacific,"35,579,511",554.19637,,7.551199975,2.743663677
Indonesia,1900,East Asia & Pacific,"40,471,587",615.8740921,,7.607150235,2.789491935
Indonesia,1910,East Asia & Pacific,"45,641,073",673.9372941,,7.659355846,2.82861949
Indonesia,1920,East Asia & Pacific,"50,864,527",748.4505122,,7.70641501,2.87416309
Indonesia,1930,East Asia & Pacific,"57,371,831",904.2598002,,7.75869871,2.956293224
Indonesia,1940,East Asia & Pacific,"66,441,155",1017.531599,,7.822437174,3.007547905
Indonesia,1950,East Asia & Pacific,"74,837,310",704.3545726,36.397,7.874118169,2.847791338
Indonesia,1960,East Asia & Pacific,"91,946,612",834.9920715,44.796,7.963535731,2.921682352
Indonesia,1970,East Asia & Pacific,"118,361,740",986.7327483,52.388,8.073211341,2.994199542
Indonesia,1980,East Asia & Pacific,"150,820,044",1549.099811,58.594,8.178459063,3.190079401
Indonesia,1990,East Asia & Pacific,"184,345,939",2097.695088,63.469,8.265633575,3.321742361
Indonesia,2000,East Asia & Pacific,"213,395,411",2714.943904,67.289,8.329185076,3.433760861
Indonesia,2010,East Asia & Pacific,"239,870,937",3982.910268,70.185,8.379977632,3.600200522
Mauritius,1800,Sub-Saharan Africa,"62,865",799.6110593,31.2,4.79840892,2.902878792
Mauritius,1810,Sub-Saharan Africa,,,,,
Mauritius,1820,Sub-Saharan Africa,,799.6110593,,,2.902878792
Mauritius,1830,Sub-Saharan Africa,,,,,
Mauritius,1840,Sub-Saharan Africa,,,,,
Mauritius,1850,Sub-Saharan Africa,"181,000",,,5.257678575,
Mauritius,1860,Sub-Saharan Africa,,,,,
Mauritius,1870,Sub-Saharan Africa,,,,,
Mauritius,1880,Sub-Saharan Africa,,,,,
Mauritius,1890,Sub-Saharan Africa,,,,,
Mauritius,1900,Sub-Saharan Africa,,,,,
Mauritius,1910,Sub-Saharan Africa,,,,,
Mauritius,1920,Sub-Saharan Africa,,,,,
Mauritius,1930,Sub-Saharan Africa,,,,,
Mauritius,1940,Sub-Saharan Africa,,,,,
Mauritius,1950,Sub-Saharan Africa,"493,254",1937.837881,48.084,5.693070616,3.287317441
Mauritius,1960,Sub-Saharan Africa,"659,351",2161.307656,58.787,5.819116669,3.334716592
Mauritius,1970,Sub-Saharan Africa,"826,862",2292.457581,63.223,5.917433034,3.360301308
Mauritius,1980,Sub-Saharan Africa,"964,023",3398.74381,67.017,5.984087396,3.53131843
Mauritius,1990,Sub-Saharan Africa,"1,059,548",5547.920965,69.425,6.025120636,3.744130266
Mauritius,2000,Sub-Saharan Africa,"1,196,027",8290.948258,71.202,6.077740984,3.918604205
Mauritius,2010,Sub-Saharan Africa,"1,299,172",12317.23559,73.142,6.113666652,4.090513248
Sweden,1800,Europe & Central Asia,"2,354,189",1223.853784,32.16,6.371841326,3.087729535
Sweden,1810,Europe & Central Asia,"2,391,775",1182.869237,31.99,6.378720322,3.072936737
Sweden,1820,Europe & Central Asia,"2,564,747",1268.188279,40.23,6.40904453,3.103183735
Sweden,1830,Europe & Central Asia,"2,866,518",1316.274951,40.97,6.457354673,3.119346617
Sweden,1840,Europe & Central Asia,"3,111,082",1405.694923,43.98,6.492911458,3.147891076
Sweden,1850,Europe & Central Asia,"3,440,865",1537.4358,44.69,6.536667634,3.18679699
Sweden,1860,Europe & Central Asia,"3,792,612",1740.470788,48.47,6.578938415,3.240666738
Sweden,1870,Europe & Central Asia,"4,152,290",1921.646821,45.01,6.618287677,3.283673572
Sweden,1880,Europe & Central Asia,"4,533,382",2114.768067,47.62,6.656422316,3.325262744
